datetime,hour,day,month,aqi,pm25,pm10,co,no2,so2,o3,nh3,aqi_change_rate
2025-06-10T01:00:00+00:00,1,10,6,22.42,5.38,21.12,77.06,0.05,0.2,44.37,0.02,1.25
2025-06-10T02:00:00+00:00,2,10,6,23.46,5.63,21.83,77.18,0.06,0.2,44.81,0.02,1.0399999999999991
2025-06-10T03:00:00+00:00,3,10,6,24.25,5.82,22.32,77.21,0.05,0.2,44.68,0.01,0.7899999999999991
2025-06-10T04:00:00+00:00,4,10,6,24.88,5.97,22.71,76.9,0.04,0.2,44.22,0.01,0.629999999999999
2025-06-10T05:00:00+00:00,5,10,6,25.5,6.12,23.17,76.62,0.04,0.2,43.5,0.0,0.620000000000001
2025-06-10T06:00:00+00:00,6,10,6,26.17,6.28,23.77,76.34,0.03,0.2,42.61,0.0,0.6700000000000017
2025-06-10T07:00:00+00:00,7,10,6,26.96,6.47,24.45,76.19,0.03,0.2,41.71,0.0,0.7899999999999991
2025-06-10T08:00:00+00:00,8,10,6,27.79,6.67,25.24,76.22,0.03,0.2,40.99,0.0,0.8299999999999983
2025-06-10T09:00:00+00:00,9,10,6,28.75,6.9,26.23,76.26,0.03,0.2,40.59,0.0,0.9600000000000009
2025-06-10T10:00:00+00:00,10,10,6,30.21,7.25,27.77,76.76,0.03,0.2,40.43,0.0,1.4600000000000009
2025-06-10T11:00:00+00:00,11,10,6,32.25,7.74,29.92,77.05,0.03,0.2,40.47,0.0,2.039999999999999
2025-06-10T12:00:00+00:00,12,10,6,34.92,8.38,32.72,77.42,0.03,0.21,40.77,0.0,2.6700000000000017
2025-06-10T13:00:00+00:00,13,10,6,38.29,9.19,36.07,77.99,0.04,0.21,41.51,0.0,3.3699999999999974
2025-06-10T14:00:00+00:00,14,10,6,41.83,10.04,39.49,78.34,0.05,0.22,42.21,0.0,3.539999999999999
2025-06-10T15:00:00+00:00,15,10,6,45.08,10.82,42.56,78.71,0.06,0.23,42.85,0.0,3.25
2025-06-10T16:00:00+00:00,16,10,6,47.38,11.37,44.64,78.66,0.06,0.23,43.21,0.0,2.3000000000000043
2025-06-10T17:00:00+00:00,17,10,6,49.0,11.76,46.21,78.66,0.06,0.24,43.55,0.0,1.6199999999999974
2025-06-10T18:00:00+00:00,18,10,6,0.0,12.05,47.55,78.72,0.06,0.24,43.85,0.0,-49.0
2025-06-10T19:00:00+00:00,19,10,6,51.21,12.2,48.36,78.47,0.06,0.24,44.13,0.0,51.21
2025-06-10T20:00:00+00:00,20,10,6,51.36,12.27,48.84,78.31,0.06,0.25,44.55,0.0,0.14999999999999858
2025-06-10T21:00:00+00:00,21,10,6,51.4,12.29,49.07,77.96,0.06,0.25,44.93,0.0,0.03999999999999915
2025-06-10T22:00:00+00:00,22,10,6,51.32,12.25,49.0,77.78,0.05,0.25,45.53,0.0,-0.0799999999999983
2025-06-10T23:00:00+00:00,23,10,6,51.02,12.11,48.38,77.72,0.05,0.25,46.22,0.0,-0.29999999999999716
2025-06-11T00:00:00+00:00,0,11,6,49.58,11.9,47.46,77.89,0.05,0.25,47.04,0.0,-1.4400000000000048
2025-06-11T00:00:00+00:00,0,11,6,49.58,11.9,47.46,77.89,0.05,0.25,47.04,0.0,0.0
2025-06-11T01:00:00+00:00,1,11,6,48.71,11.69,46.47,77.99,0.05,0.24,47.9,0.0,-0.8699999999999974
2025-06-11T02:00:00+00:00,2,11,6,47.79,11.47,45.53,78.19,0.06,0.24,48.71,0.0,-0.9200000000000017
2025-06-11T03:00:00+00:00,3,11,6,46.88,11.25,44.57,78.38,0.06,0.24,49.33,0.0,-0.9099999999999966
2025-06-11T04:00:00+00:00,4,11,6,45.96,11.03,43.48,78.53,0.05,0.24,49.73,0.0,-0.9200000000000017
2025-06-11T05:00:00+00:00,5,11,6,45.25,10.86,42.43,78.77,0.04,0.24,49.93,0.0,-0.7100000000000009
2025-06-11T06:00:00+00:00,6,11,6,44.63,10.71,41.44,79.16,0.04,0.24,49.54,0.0,-0.6199999999999974
2025-06-11T07:00:00+00:00,7,11,6,44.0,10.56,40.4,79.44,0.03,0.24,48.74,0.0,-0.6300000000000026
2025-06-11T08:00:00+00:00,8,11,6,43.46,10.43,39.41,79.52,0.03,0.24,47.45,0.0,-0.5399999999999991
2025-06-11T09:00:00+00:00,9,11,6,42.96,10.31,38.53,79.44,0.03,0.24,45.96,0.0,-0.5
2025-06-11T10:00:00+00:00,10,11,6,42.58,10.22,37.73,79.3,0.03,0.25,44.59,0.0,-0.38000000000000256
2025-06-11T11:00:00+00:00,11,11,6,41.88,10.05,36.94,78.91,0.03,0.26,43.07,0.0,-0.6999999999999957
2025-06-11T12:00:00+00:00,12,11,6,41.21,9.89,36.4,78.44,0.04,0.27,42.03,0.0,-0.6700000000000017
2025-06-11T13:00:00+00:00,13,11,6,40.75,9.78,36.23,78.17,0.04,0.28,41.62,0.0,-0.46000000000000085
2025-06-11T14:00:00+00:00,14,11,6,40.21,9.65,36.04,77.82,0.06,0.29,41.5,0.0,-0.5399999999999991
2025-06-11T15:00:00+00:00,15,11,6,39.5,9.48,35.82,77.33,0.06,0.29,41.49,0.0,-0.7100000000000009
2025-06-11T16:00:00+00:00,16,11,6,38.67,9.28,35.58,76.87,0.06,0.3,41.36,0.0,-0.8299999999999983
2025-06-11T17:00:00+00:00,17,11,6,38.04,9.13,35.6,76.34,0.06,0.31,41.21,0.0,-0.6300000000000026
2025-06-11T18:00:00+00:00,18,11,6,37.54,9.01,35.76,75.77,0.06,0.31,40.99,0.0,-0.5
2025-06-11T19:00:00+00:00,19,11,6,37.12,8.91,35.83,75.15,0.06,0.32,40.95,0.0,-0.4200000000000017
2025-06-11T20:00:00+00:00,20,11,6,37.0,8.88,35.97,74.87,0.06,0.32,41.12,0.0,-0.11999999999999744
2025-06-11T21:00:00+00:00,21,11,6,37.08,8.9,36.17,74.66,0.06,0.32,41.11,0.0,0.0799999999999983
2025-06-11T22:00:00+00:00,22,11,6,37.38,8.97,36.41,74.64,0.06,0.32,41.14,0.0,0.30000000000000426
2025-06-11T23:00:00+00:00,23,11,6,38.0,9.12,36.81,74.52,0.06,0.32,41.07,0.0,0.6199999999999974
2025-06-12T00:00:00+00:00,0,12,6,38.88,9.33,37.52,74.4,0.06,0.32,40.94,0.0,0.8800000000000026
2025-06-12T01:00:00+00:00,1,12,6,40.21,9.65,38.63,74.47,0.06,0.33,40.96,0.0,1.3299999999999983
2025-06-12T02:00:00+00:00,2,12,6,41.46,9.95,39.71,74.74,0.07,0.33,40.95,0.0,1.25
2025-06-12T03:00:00+00:00,3,12,6,42.5,10.2,40.48,75.19,0.07,0.34,40.9,0.0,1.0399999999999991
2025-06-12T04:00:00+00:00,4,12,6,43.0,10.32,40.79,75.29,0.06,0.34,40.86,0.0,0.5
2025-06-12T05:00:00+00:00,5,12,6,43.04,10.33,40.68,75.73,0.05,0.33,40.97,0.01,0.03999999999999915
2025-06-12T06:00:00+00:00,6,12,6,42.71,10.25,40.19,75.97,0.05,0.32,41.13,0.01,-0.3299999999999983
2025-06-12T07:00:00+00:00,7,12,6,42.12,10.11,39.73,76.27,0.04,0.31,41.09,0.01,-0.5900000000000034
2025-06-12T08:00:00+00:00,8,12,6,41.29,9.91,39.4,76.05,0.04,0.31,40.0,0.01,-0.8299999999999983
2025-06-12T09:00:00+00:00,9,12,6,40.04,9.61,39.0,75.38,0.04,0.32,38.15,0.0,-1.25
2025-06-12T10:00:00+00:00,10,12,6,38.71,9.29,38.76,74.72,0.04,0.33,36.57,0.0,-1.3299999999999983
2025-06-12T11:00:00+00:00,11,12,6,37.33,8.96,38.28,74.0,0.04,0.34,35.52,0.0,-1.3800000000000026
2025-06-12T12:00:00+00:00,12,12,6,36.17,8.68,37.74,73.68,0.04,0.34,35.44,0.0,-1.1599999999999966
2025-06-12T13:00:00+00:00,13,12,6,35.63,8.55,37.48,74.05,0.04,0.34,36.43,0.0,-0.5399999999999991
2025-06-12T14:00:00+00:00,14,12,6,35.58,8.54,37.54,74.51,0.06,0.35,37.71,0.0,-0.05000000000000426
2025-06-12T15:00:00+00:00,15,12,6,35.63,8.55,37.69,74.56,0.06,0.35,38.65,0.0,0.05000000000000426
2025-06-12T16:00:00+00:00,16,12,6,35.75,8.58,38.06,74.05,0.07,0.37,38.61,0.0,0.11999999999999744
2025-06-12T17:00:00+00:00,17,12,6,36.33,8.72,38.93,73.12,0.07,0.38,38.05,0.0,0.5799999999999983
2025-06-12T18:00:00+00:00,18,12,6,37.46,8.99,40.33,72.24,0.08,0.4,37.18,0.0,1.1300000000000026
2025-06-12T19:00:00+00:00,19,12,6,38.71,9.29,41.85,71.47,0.08,0.41,36.51,0.0,1.25
2025-06-12T20:00:00+00:00,20,12,6,40.13,9.63,43.41,71.18,0.08,0.41,36.42,0.0,1.4200000000000017
2025-06-12T21:00:00+00:00,21,12,6,41.54,9.97,45.09,71.34,0.08,0.41,36.95,0.0,1.4099999999999966
2025-06-12T22:00:00+00:00,22,12,6,43.21,10.37,47.02,72.11,0.08,0.41,38.09,0.0,1.6700000000000017
2025-06-12T23:00:00+00:00,23,12,6,45.0,10.8,49.01,72.9,0.08,0.41,39.44,0.0,1.7899999999999991
2025-06-13T00:00:00+00:00,0,13,6,47.0,11.28,51.02,73.64,0.08,0.41,40.58,0.0,2.0
2025-06-13T01:00:00+00:00,1,13,6,49.04,11.77,52.96,74.28,0.08,0.42,41.22,0.0,2.039999999999999
2025-06-13T02:00:00+00:00,2,13,6,51.19,12.19,54.66,74.81,0.09,0.43,41.52,0.0,2.1499999999999986
2025-06-13T03:00:00+00:00,3,13,6,51.97,12.56,56.26,75.35,0.09,0.44,41.87,0.0,0.7800000000000011
2025-06-13T04:00:00+00:00,4,13,6,52.77,12.94,57.92,75.61,0.08,0.44,42.61,0.0,0.8000000000000043
2025-06-13T05:00:00+00:00,5,13,6,53.88,13.47,60.14,76.02,0.07,0.45,43.44,0.0,1.1099999999999994
2025-06-13T06:00:00+00:00,6,13,6,55.25,14.12,62.73,76.28,0.06,0.46,43.8,0.0,1.3699999999999974
2025-06-13T07:00:00+00:00,7,13,6,56.51,14.72,65.02,76.44,0.05,0.46,43.42,0.0,1.259999999999998
2025-06-13T08:00:00+00:00,8,13,6,57.27,15.08,66.29,76.2,0.05,0.45,42.34,0.0,0.7600000000000051
2025-06-13T09:00:00+00:00,9,13,6,57.69,15.28,66.96,75.84,0.05,0.44,41.24,0.0,0.4199999999999946
2025-06-13T10:00:00+00:00,10,13,6,58.0,15.43,67.65,75.64,0.05,0.44,40.5,0.0,0.3100000000000023
2025-06-13T11:00:00+00:00,11,13,6,58.0,15.43,67.82,75.16,0.05,0.44,40.0,0.0,0.0
2025-06-13T12:00:00+00:00,12,13,6,57.71,15.29,67.55,74.68,0.06,0.44,39.89,0.0,-0.28999999999999915
2025-06-13T13:00:00+00:00,13,13,6,57.44,15.16,67.59,74.52,0.07,0.45,40.09,0.0,-0.2700000000000031
2025-06-13T14:00:00+00:00,14,13,6,57.31,15.1,68.18,74.37,0.08,0.47,40.34,0.0,-0.12999999999999545
2025-06-13T15:00:00+00:00,15,13,6,57.52,15.2,69.7,74.48,0.09,0.48,40.76,0.0,0.21000000000000085
2025-06-13T16:00:00+00:00,16,13,6,58.07,15.46,71.57,74.57,0.09,0.49,41.13,0.0,0.5499999999999972
2025-06-13T17:00:00+00:00,17,13,6,59.01,15.91,73.45,74.82,0.09,0.5,41.37,0.0,0.9399999999999977
2025-06-13T18:00:00+00:00,18,13,6,60.44,16.59,75.35,75.06,0.1,0.51,41.4,0.0,1.4299999999999997
2025-06-13T19:00:00+00:00,19,13,6,61.89,17.28,77.06,75.11,0.1,0.51,41.4,0.0,1.4500000000000028
2025-06-13T20:00:00+00:00,20,13,6,63.51,18.05,79.1,75.5,0.1,0.51,41.95,0.0,1.6199999999999974
2025-06-13T21:00:00+00:00,21,13,6,64.96,18.74,81.34,76.4,0.1,0.51,43.3,0.0,1.4499999999999957
2025-06-13T22:00:00+00:00,22,13,6,66.23,19.34,83.55,77.62,0.11,0.51,44.89,0.0,1.2700000000000102
2025-06-13T23:00:00+00:00,23,13,6,67.26,19.83,84.76,78.21,0.11,0.52,45.31,0.0,1.0300000000000011
2025-06-14T00:00:00+00:00,0,14,6,68.22,20.29,85.7,78.12,0.12,0.54,44.77,0.0,0.9599999999999937
2025-06-14T01:00:00+00:00,1,14,6,69.4,20.85,87.55,78.09,0.12,0.56,44.92,0.0,1.1800000000000068
2025-06-14T02:00:00+00:00,2,14,6,70.43,21.34,89.82,78.23,0.13,0.57,45.86,0.0,1.0300000000000011
2025-06-14T03:00:00+00:00,3,14,6,71.34,21.77,92.16,78.46,0.12,0.57,47.17,0.0,0.9099999999999966
2025-06-14T04:00:00+00:00,4,14,6,71.86,22.02,94.11,78.4,0.11,0.55,48.26,0.0,0.519999999999996
2025-06-14T05:00:00+00:00,5,14,6,72.11,22.14,95.28,78.35,0.09,0.54,48.83,0.0,0.25
2025-06-14T06:00:00+00:00,6,14,6,72.2,22.18,96.3,78.12,0.08,0.51,48.77,0.0,0.09000000000000341
2025-06-14T07:00:00+00:00,7,14,6,72.18,22.17,97.34,77.81,0.07,0.49,48.33,0.0,-0.01999999999999602
2025-06-14T08:00:00+00:00,8,14,6,71.99,22.08,97.83,77.33,0.06,0.48,47.35,0.0,-0.19000000000001194
2025-06-14T09:00:00+00:00,9,14,6,72.14,22.15,99.15,76.92,0.06,0.47,46.33,0.0,0.15000000000000568
2025-06-14T10:00:00+00:00,10,14,6,73.29,22.7,103.03,76.87,0.06,0.46,45.9,0.0,1.1500000000000057
2025-06-14T11:00:00+00:00,11,14,6,74.68,23.36,107.59,76.75,0.06,0.46,46.0,0.0,1.3900000000000006
2025-06-14T12:00:00+00:00,12,14,6,75.63,23.81,110.73,76.54,0.07,0.46,46.39,0.0,0.9499999999999886
2025-06-14T13:00:00+00:00,13,14,6,75.98,23.98,111.85,76.77,0.08,0.47,46.96,0.0,0.3500000000000085
2025-06-14T14:00:00+00:00,14,14,6,75.37,23.69,110.3,76.94,0.1,0.48,47.28,0.0,-0.6099999999999994
2025-06-14T15:00:00+00:00,15,14,6,74.09,23.08,106.85,77.19,0.11,0.49,47.17,0.0,-1.2800000000000011
2025-06-14T16:00:00+00:00,16,14,6,72.58,22.36,102.91,77.11,0.11,0.49,46.6,0.0,-1.5100000000000051
2025-06-14T17:00:00+00:00,17,14,6,71.27,21.74,99.06,77.01,0.11,0.49,45.88,0.0,-1.3100000000000023
2025-06-14T18:00:00+00:00,18,14,6,70.07,21.17,95.3,76.73,0.11,0.5,45.07,0.0,-1.2000000000000028
2025-06-14T19:00:00+00:00,19,14,6,69.0,20.66,92.16,76.01,0.11,0.49,44.29,0.0,-1.0699999999999932
2025-06-14T20:00:00+00:00,20,14,6,68.62,20.48,91.06,75.64,0.11,0.5,44.0,0.0,-0.37999999999999545
2025-06-14T21:00:00+00:00,21,14,6,68.92,20.62,91.46,75.63,0.11,0.52,44.29,0.0,0.29999999999999716
2025-06-14T22:00:00+00:00,22,14,6,69.67,20.98,93.07,75.99,0.12,0.54,45.35,0.0,0.75
2025-06-14T23:00:00+00:00,23,14,6,70.62,21.43,95.23,76.44,0.12,0.57,46.97,0.0,0.9500000000000028
2025-06-15T00:00:00+00:00,0,15,6,71.82,22.0,97.84,77.03,0.12,0.59,48.43,0.0,1.1999999999999886
2025-06-15T01:00:00+00:00,1,15,6,73.08,22.6,100.19,77.42,0.12,0.62,49.26,0.0,1.2600000000000051
2025-06-15T02:00:00+00:00,2,15,6,74.03,23.05,101.78,77.51,0.13,0.63,49.38,0.0,0.9500000000000028
2025-06-15T03:00:00+00:00,3,15,6,74.76,23.4,103.21,77.54,0.13,0.63,49.35,0.0,0.730000000000004
2025-06-15T04:00:00+00:00,4,15,6,75.23,23.62,104.18,77.42,0.11,0.62,49.15,0.0,0.46999999999999886
2025-06-15T05:00:00+00:00,5,15,6,75.71,23.85,104.8,77.41,0.1,0.6,48.76,0.0,0.47999999999998977
2025-06-15T06:00:00+00:00,6,15,6,76.03,24.0,105.04,77.2,0.08,0.58,48.33,0.0,0.3200000000000074
2025-06-15T07:00:00+00:00,7,15,6,76.47,24.21,105.42,77.11,0.07,0.56,47.96,0.0,0.4399999999999977
2025-06-15T08:00:00+00:00,8,15,6,76.7,24.32,105.2,76.96,0.07,0.53,47.05,0.0,0.23000000000000398
2025-06-15T09:00:00+00:00,9,15,6,76.95,24.44,104.79,76.83,0.07,0.51,45.92,0.0,0.25
2025-06-15T10:00:00+00:00,10,15,6,77.79,24.84,105.38,77.1,0.06,0.49,45.86,0.0,0.8400000000000034
2025-06-15T11:00:00+00:00,11,15,6,78.8,25.32,105.66,77.41,0.07,0.48,45.87,0.0,1.009999999999991
2025-06-15T12:00:00+00:00,12,15,6,79.75,25.77,105.7,77.77,0.07,0.47,46.05,0.0,0.9500000000000028
2025-06-15T13:00:00+00:00,13,15,6,80.82,26.28,106.05,78.26,0.09,0.47,46.55,0.0,1.0699999999999932
2025-06-15T14:00:00+00:00,14,15,6,81.49,26.6,106.11,78.46,0.11,0.47,46.94,0.0,0.6700000000000017
2025-06-15T15:00:00+00:00,15,15,6,81.94,26.81,106.53,78.61,0.12,0.46,47.37,0.0,0.45000000000000284
2025-06-15T16:00:00+00:00,16,15,6,81.83,26.76,107.08,78.55,0.11,0.44,47.77,0.0,-0.10999999999999943
2025-06-15T17:00:00+00:00,17,15,6,81.51,26.61,107.75,78.67,0.11,0.43,48.33,0.0,-0.3199999999999932
2025-06-15T18:00:00+00:00,18,15,6,81.18,26.45,108.58,78.78,0.1,0.42,48.9,0.0,-0.3299999999999983
2025-06-15T19:00:00+00:00,19,15,6,80.44,26.1,110.4,78.93,0.1,0.4,49.97,0.0,-0.7400000000000091
2025-06-15T20:00:00+00:00,20,15,6,80.21,25.99,113.59,79.51,0.09,0.4,51.93,0.0,-0.23000000000000398
2025-06-15T21:00:00+00:00,21,15,6,80.67,26.21,118.11,80.23,0.09,0.39,54.3,0.0,0.46000000000000796
2025-06-15T22:00:00+00:00,22,15,6,81.72,26.71,122.63,81.1,0.08,0.38,56.52,0.0,1.0499999999999972
2025-06-15T23:00:00+00:00,23,15,6,82.4,27.03,124.22,81.51,0.08,0.38,57.66,0.0,0.6800000000000068
2025-06-16T00:00:00+00:00,0,16,6,82.4,27.03,123.09,81.49,0.08,0.38,57.98,0.0,0.0
2025-06-16T00:00:00+00:00,0,16,6,82.4,27.03,123.09,81.49,0.08,0.38,57.98,0.0,0.0
2025-06-16T01:00:00+00:00,1,16,6,82.4,27.03,120.68,81.18,0.08,0.37,57.53,0.0,0.0
2025-06-16T02:00:00+00:00,2,16,6,82.88,27.26,118.7,81.11,0.09,0.35,56.58,0.0,0.47999999999998977
2025-06-16T03:00:00+00:00,3,16,6,83.83,27.71,118.78,81.3,0.1,0.34,55.54,0.0,0.9500000000000028
2025-06-16T04:00:00+00:00,4,16,6,84.88,28.21,120.45,81.52,0.1,0.33,54.74,0.0,1.0499999999999972
2025-06-16T05:00:00+00:00,5,16,6,85.87,28.68,122.5,81.94,0.1,0.31,54.2,0.0,0.9900000000000091
2025-06-16T06:00:00+00:00,6,16,6,86.69,29.07,124.56,82.38,0.09,0.29,53.87,0.0,0.8199999999999932
2025-06-16T07:00:00+00:00,7,16,6,87.42,29.42,126.72,82.52,0.08,0.27,53.38,0.0,0.730000000000004
2025-06-16T08:00:00+00:00,8,16,6,87.95,29.67,128.88,82.18,0.07,0.25,52.4,0.0,0.5300000000000011
2025-06-16T09:00:00+00:00,9,16,6,88.48,29.92,131.94,82.06,0.06,0.23,51.83,0.0,0.5300000000000011
2025-06-16T10:00:00+00:00,10,16,6,89.55,30.43,137.89,82.37,0.05,0.22,52.57,0.0,1.0699999999999932
2025-06-16T11:00:00+00:00,11,16,6,91.19,31.21,142.66,82.96,0.05,0.22,52.97,0.0,1.6400000000000006
2025-06-16T12:00:00+00:00,12,16,6,93.29,32.21,148.55,83.46,0.06,0.22,53.71,0.0,2.1000000000000085
2025-06-16T13:00:00+00:00,13,16,6,96.03,33.51,155.15,84.03,0.07,0.23,54.44,0.0,2.739999999999995
2025-06-16T14:00:00+00:00,14,16,6,98.97,34.91,161.67,84.14,0.08,0.24,54.21,0.0,2.9399999999999977
2025-06-16T15:00:00+00:00,15,16,6,102.45,36.09,167.27,83.74,0.08,0.26,53.74,0.0,3.480000000000004
2025-06-16T16:00:00+00:00,16,16,6,104.3,36.84,171.21,83.29,0.08,0.27,53.42,0.0,1.8499999999999943
2025-06-16T17:00:00+00:00,17,16,6,105.7,37.41,174.73,82.92,0.08,0.28,53.36,0.0,1.4000000000000057
2025-06-16T18:00:00+00:00,18,16,6,106.52,37.74,177.51,82.77,0.08,0.3,53.86,0.0,0.8199999999999932
2025-06-16T19:00:00+00:00,19,16,6,106.05,37.55,177.43,82.71,0.08,0.31,54.74,0.0,-0.46999999999999886
2025-06-16T20:00:00+00:00,20,16,6,105.04,37.14,175.04,83.04,0.07,0.33,55.64,0.0,-1.009999999999991
2025-06-16T21:00:00+00:00,21,16,6,104.08,36.75,171.73,83.19,0.07,0.35,55.85,0.0,-0.960000000000008
2025-06-16T22:00:00+00:00,22,16,6,103.29,36.43,168.76,83.06,0.07,0.37,55.14,0.0,-0.789999999999992
2025-06-16T23:00:00+00:00,23,16,6,102.72,36.2,165.58,82.68,0.08,0.38,53.68,0.0,-0.5700000000000074
2025-06-17T00:00:00+00:00,0,17,6,102.33,36.04,162.33,81.95,0.08,0.39,52.22,0.0,-0.39000000000000057
2025-06-17T01:00:00+00:00,1,17,6,102.23,36.0,159.2,81.63,0.08,0.4,51.29,0.0,-0.09999999999999432
2025-06-17T02:00:00+00:00,2,17,6,102.33,36.04,156.74,81.45,0.08,0.4,51.07,0.0,0.09999999999999432
2025-06-17T03:00:00+00:00,3,17,6,102.58,36.14,154.91,81.87,0.09,0.4,51.65,0.0,0.25
2025-06-17T04:00:00+00:00,4,17,6,102.95,36.29,153.73,82.45,0.08,0.39,52.54,0.0,0.37000000000000455
2025-06-17T05:00:00+00:00,5,17,6,103.56,36.54,152.73,83.08,0.07,0.38,53.32,0.0,0.6099999999999994
2025-06-17T06:00:00+00:00,6,17,6,104.23,36.81,151.42,83.57,0.06,0.37,53.22,0.0,0.6700000000000017
2025-06-17T07:00:00+00:00,7,17,6,104.69,37.0,150.07,83.61,0.05,0.36,51.98,0.0,0.45999999999999375
2025-06-17T08:00:00+00:00,8,17,6,104.94,37.1,149.07,83.41,0.05,0.35,50.1,0.0,0.25
2025-06-17T09:00:00+00:00,9,17,6,105.09,37.16,148.47,83.17,0.05,0.34,48.1,0.0,0.15000000000000568
2025-06-17T10:00:00+00:00,10,17,6,105.16,37.19,148.43,83.05,0.05,0.33,46.49,0.0,0.06999999999999318
2025-06-17T11:00:00+00:00,11,17,6,104.87,37.07,148.52,82.9,0.05,0.33,45.52,0.0,-0.28999999999999204
2025-06-17T12:00:00+00:00,12,17,6,103.86,36.66,148.55,82.87,0.05,0.34,45.35,0.0,-1.0100000000000051
2025-06-17T13:00:00+00:00,13,17,6,102.43,36.08,149.44,83.16,0.06,0.35,45.78,0.0,-1.4299999999999926
2025-06-17T14:00:00+00:00,14,17,6,99.73,35.27,150.25,83.15,0.07,0.36,46.27,0.0,-2.700000000000003
2025-06-17T15:00:00+00:00,15,17,6,97.96,34.43,150.36,82.84,0.08,0.38,46.71,0.0,-1.7700000000000102
2025-06-17T16:00:00+00:00,16,17,6,96.26,33.62,149.4,82.56,0.08,0.39,47.33,0.0,-1.6999999999999886
2025-06-17T17:00:00+00:00,17,17,6,95.04,33.04,147.83,82.48,0.08,0.41,48.06,0.0,-1.2199999999999989
2025-06-17T18:00:00+00:00,18,17,6,94.41,32.74,146.21,82.16,0.08,0.43,48.6,0.0,-0.6300000000000097
2025-06-17T19:00:00+00:00,19,17,6,94.38,32.73,145.18,81.77,0.08,0.45,49.4,0.0,-0.030000000000001137
2025-06-17T20:00:00+00:00,20,17,6,95.31,33.17,145.38,81.97,0.08,0.46,50.7,0.0,0.9300000000000068
2025-06-17T21:00:00+00:00,21,17,6,96.97,33.96,146.17,82.2,0.08,0.47,51.98,0.0,1.6599999999999966
2025-06-17T22:00:00+00:00,22,17,6,98.89,34.87,147.09,82.34,0.08,0.48,52.3,0.0,1.9200000000000017
2025-06-17T23:00:00+00:00,23,17,6,101.3,35.62,147.16,82.09,0.08,0.49,51.59,0.0,2.4099999999999966
2025-06-18T00:00:00+00:00,0,18,6,102.35,36.05,146.73,81.55,0.08,0.5,50.77,0.0,1.0499999999999972
2025-06-18T01:00:00+00:00,1,18,6,102.45,36.09,145.69,81.37,0.08,0.49,50.71,0.0,0.10000000000000853
2025-06-18T02:00:00+00:00,2,18,6,101.42,35.67,143.72,81.61,0.09,0.48,51.99,0.0,-1.0300000000000011
2025-06-18T03:00:00+00:00,3,18,6,98.93,34.89,140.71,81.85,0.09,0.46,53.58,0.0,-2.489999999999995
2025-06-18T04:00:00+00:00,4,18,6,96.11,33.55,135.79,81.6,0.08,0.45,54.58,0.0,-2.8200000000000074
2025-06-18T05:00:00+00:00,5,18,6,92.91,32.03,130.51,81.2,0.07,0.44,55.01,0.0,-3.200000000000003
2025-06-18T06:00:00+00:00,6,18,6,89.21,30.27,125.5,80.66,0.06,0.42,54.57,0.0,-3.700000000000003
2025-06-18T07:00:00+00:00,7,18,6,86.29,28.88,123.12,79.56,0.05,0.42,52.84,0.0,-2.9199999999999875
2025-06-18T08:00:00+00:00,8,18,6,84.44,28.0,123.24,78.12,0.05,0.42,50.09,0.0,-1.8500000000000085
2025-06-18T09:00:00+00:00,9,18,6,83.01,27.32,123.09,76.99,0.05,0.43,47.83,0.0,-1.4299999999999926
2025-06-18T10:00:00+00:00,10,18,6,80.63,26.19,119.28,77.5,0.05,0.43,47.84,0.0,-2.3800000000000097
2025-06-18T11:00:00+00:00,11,18,6,76.78,24.36,110.87,79.36,0.04,0.41,50.42,0.0,-3.8499999999999943
2025-06-18T12:00:00+00:00,12,18,6,71.88,22.03,99.71,81.56,0.05,0.4,53.88,0.0,-4.900000000000006
2025-06-18T13:00:00+00:00,13,18,6,67.57,19.98,90.31,82.62,0.05,0.39,55.55,0.0,-4.310000000000002
2025-06-18T14:00:00+00:00,14,18,6,64.88,18.7,84.68,81.82,0.07,0.39,54.19,0.0,-2.6899999999999977
2025-06-18T15:00:00+00:00,15,18,6,63.85,18.21,82.6,80.28,0.08,0.41,51.29,0.0,-1.029999999999994
2025-06-18T16:00:00+00:00,16,18,6,63.37,17.98,81.17,79.59,0.08,0.42,49.49,0.0,-0.480000000000004
2025-06-18T17:00:00+00:00,17,18,6,63.41,18.0,80.53,79.94,0.08,0.42,49.69,0.0,0.03999999999999915
2025-06-18T18:00:00+00:00,18,18,6,65.05,18.78,83.17,80.25,0.08,0.44,50.39,0.0,1.6400000000000006
2025-06-18T19:00:00+00:00,19,18,6,68.48,20.41,89.62,79.77,0.08,0.46,49.98,0.0,3.430000000000007
2025-06-18T20:00:00+00:00,20,18,6,71.61,21.9,95.81,78.78,0.09,0.46,48.9,0.0,3.1299999999999955
2025-06-18T21:00:00+00:00,21,18,6,72.87,22.5,98.45,78.25,0.09,0.46,48.55,0.0,1.2600000000000051
2025-06-18T22:00:00+00:00,22,18,6,72.43,22.29,97.9,78.32,0.08,0.45,49.16,0.0,-0.4399999999999977
2025-06-18T23:00:00+00:00,23,18,6,71.44,21.82,96.6,78.3,0.08,0.45,49.85,0.0,-0.9900000000000091
2025-06-19T00:00:00+00:00,0,19,6,70.77,21.5,96.3,77.64,0.08,0.45,49.67,0.0,-0.6700000000000017
